file_path,text,emotion,speaker_id,raw_emotion,original_folder,original_file,dataset
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_choice_angry.wav,choice,anger,oaf,angry,OAF_angry,OAF_choice_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_cool_angry.wav,cool,anger,oaf,angry,OAF_angry,OAF_cool_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dab_angry.wav,dab,anger,oaf,angry,OAF_angry,OAF_dab_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_date_angry.wav,date,anger,oaf,angry,OAF_angry,OAF_date_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dead_angry.wav,dead,anger,oaf,angry,OAF_angry,OAF_dead_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_death_angry.wav,death,anger,oaf,angry,OAF_angry,OAF_death_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_deep_angry.wav,deep,anger,oaf,angry,OAF_angry,OAF_deep_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dime_angry.wav,dime,anger,oaf,angry,OAF_angry,OAF_dime_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dip_angry.wav,dip,anger,oaf,angry,OAF_angry,OAF_dip_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_ditch_angry.wav,ditch,anger,oaf,angry,OAF_angry,OAF_ditch_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dodge_angry.wav,dodge,anger,oaf,angry,OAF_angry,OAF_dodge_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dog_angry.wav,dog,anger,oaf,angry,OAF_angry,OAF_dog_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_doll_angry.wav,doll,anger,oaf,angry,OAF_angry,OAF_doll_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_door_angry.wav,door,anger,oaf,angry,OAF_angry,OAF_door_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fail_angry.wav,fail,anger,oaf,angry,OAF_angry,OAF_fail_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fall_angry.wav,fall,anger,oaf,angry,OAF_angry,OAF_fall_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_far_angry.wav,far,anger,oaf,angry,OAF_angry,OAF_far_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fat_angry.wav,fat,anger,oaf,angry,OAF_angry,OAF_fat_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fit_angry.wav,fit,anger,oaf,angry,OAF_angry,OAF_fit_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_five_angry.wav,five,anger,oaf,angry,OAF_angry,OAF_five_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_food_angry.wav,food,anger,oaf,angry,OAF_angry,OAF_food_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gap_angry.wav,gap,anger,oaf,angry,OAF_angry,OAF_gap_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gas_angry.wav,gas,anger,oaf,angry,OAF_angry,OAF_gas_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gaze_angry.wav,gaze,anger,oaf,angry,OAF_angry,OAF_gaze_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_germ_angry.wav,germ,anger,oaf,angry,OAF_angry,OAF_germ_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_get_angry.wav,get,anger,oaf,angry,OAF_angry,OAF_get_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gin_angry.wav,gin,anger,oaf,angry,OAF_angry,OAF_gin_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_goal_angry.wav,goal,anger,oaf,angry,OAF_angry,OAF_goal_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_good_angry.wav,good,anger,oaf,angry,OAF_angry,OAF_good_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_goose_angry.wav,goose,anger,oaf,angry,OAF_angry,OAF_goose_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gun_angry.wav,gun,anger,oaf,angry,OAF_angry,OAF_gun_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_half_angry.wav,half,anger,oaf,angry,OAF_angry,OAF_half_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hall_angry.wav,hall,anger,oaf,angry,OAF_angry,OAF_hall_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hash_angry.wav,hash,anger,oaf,angry,OAF_angry,OAF_hash_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hate_angry.wav,hate,anger,oaf,angry,OAF_angry,OAF_hate_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_have_angry.wav,have,anger,oaf,angry,OAF_angry,OAF_have_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_haze_angry.wav,haze,anger,oaf,angry,OAF_angry,OAF_haze_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hire_angry.wav,hire,anger,oaf,angry,OAF_angry,OAF_hire_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hit_angry.wav,hit,anger,oaf,angry,OAF_angry,OAF_hit_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hole_angry.wav,hole,anger,oaf,angry,OAF_angry,OAF_hole_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_home_angry.wav,home,anger,oaf,angry,OAF_angry,OAF_home_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hurl_angry.wav,hurl,anger,oaf,angry,OAF_angry,OAF_hurl_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hush_angry.wav,hush,anger,oaf,angry,OAF_angry,OAF_hush_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jail_angry.wav,jail,anger,oaf,angry,OAF_angry,OAF_jail_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jar_angry.wav,jar,anger,oaf,angry,OAF_angry,OAF_jar_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_join_angry.wav,join,anger,oaf,angry,OAF_angry,OAF_join_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_judge_angry.wav,judge,anger,oaf,angry,OAF_angry,OAF_judge_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jug_angry.wav,jug,anger,oaf,angry,OAF_angry,OAF_jug_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_juice_angry.wav,juice,anger,oaf,angry,OAF_angry,OAF_juice_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_keen_angry.wav,keen,anger,oaf,angry,OAF_angry,OAF_keen_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_keep_angry.wav,keep,anger,oaf,angry,OAF_angry,OAF_keep_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_keg_angry.wav,keg,anger,oaf,angry,OAF_angry,OAF_keg_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kick_angry.wav,kick,anger,oaf,angry,OAF_angry,OAF_kick_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kill_angry.wav,kill,anger,oaf,angry,OAF_angry,OAF_kill_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_king_angry.wav,king,anger,oaf,angry,OAF_angry,OAF_king_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kite_angry.wav,kite,anger,oaf,angry,OAF_angry,OAF_kite_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_knock_angry.wav,knock,anger,oaf,angry,OAF_angry,OAF_knock_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_late_angry.wav,late,anger,oaf,angry,OAF_angry,OAF_late_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_laud_angry.wav,laud,anger,oaf,angry,OAF_angry,OAF_laud_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_lean_angry.wav,lean,anger,oaf,angry,OAF_angry,OAF_lean_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_learn_angry.wav,learn,anger,oaf,angry,OAF_angry,OAF_learn_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_lease_angry.wav,lease,anger,oaf,angry,OAF_angry,OAF_lease_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_lid_angry.wav,lid,anger,oaf,angry,OAF_angry,OAF_lid_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_life_angry.wav,life,anger,oaf,angry,OAF_angry,OAF_life_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_limb_angry.wav,limb,anger,oaf,angry,OAF_angry,OAF_limb_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_live_angry.wav,live,anger,oaf,angry,OAF_angry,OAF_live_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_loaf_angry.wav,loaf,anger,oaf,angry,OAF_angry,OAF_loaf_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_long_angry.wav,long,anger,oaf,angry,OAF_angry,OAF_long_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_lore_angry.wav,lore,anger,oaf,angry,OAF_angry,OAF_lore_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_lose_angry.wav,lose,anger,oaf,angry,OAF_angry,OAF_lose_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_lot_angry.wav,lot,anger,oaf,angry,OAF_angry,OAF_lot_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_love_angry.wav,love,anger,oaf,angry,OAF_angry,OAF_love_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_luck_angry.wav,luck,anger,oaf,angry,OAF_angry,OAF_luck_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_make_angry.wav,make,anger,oaf,angry,OAF_angry,OAF_make_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_match_angry.wav,match,anger,oaf,angry,OAF_angry,OAF_match_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_merge_angry.wav,merge,anger,oaf,angry,OAF_angry,OAF_merge_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mess_angry.wav,mess,anger,oaf,angry,OAF_angry,OAF_mess_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_met_angry.wav,met,anger,oaf,angry,OAF_angry,OAF_met_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mill_angry.wav,mill,anger,oaf,angry,OAF_angry,OAF_mill_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mob_angry.wav,mob,anger,oaf,angry,OAF_angry,OAF_mob_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mode_angry.wav,mode,anger,oaf,angry,OAF_angry,OAF_mode_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mood_angry.wav,mood,anger,oaf,angry,OAF_angry,OAF_mood_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_moon_angry.wav,moon,anger,oaf,angry,OAF_angry,OAF_moon_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mop_angry.wav,mop,anger,oaf,angry,OAF_angry,OAF_mop_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_mouse_angry.wav,mouse,anger,oaf,angry,OAF_angry,OAF_mouse_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_nag_angry.wav,nag,anger,oaf,angry,OAF_angry,OAF_nag_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_name_angry.wav,name,anger,oaf,angry,OAF_angry,OAF_name_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_near_angry.wav,near,anger,oaf,angry,OAF_angry,OAF_near_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_neat_angry.wav,neat,anger,oaf,angry,OAF_angry,OAF_neat_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_nice_angry.wav,nice,anger,oaf,angry,OAF_angry,OAF_nice_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_note_angry.wav,note,anger,oaf,angry,OAF_angry,OAF_note_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_numb_angry.wav,numb,anger,oaf,angry,OAF_angry,OAF_numb_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pad_angry.wav,pad,anger,oaf,angry,OAF_angry,OAF_pad_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_page_angry.wav,page,anger,oaf,angry,OAF_angry,OAF_page_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pain_angry.wav,pain,anger,oaf,angry,OAF_angry,OAF_pain_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pass_angry.wav,pass,anger,oaf,angry,OAF_angry,OAF_pass_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pearl_angry.wav,pearl,anger,oaf,angry,OAF_angry,OAF_pearl_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_peg_angry.wav,peg,anger,oaf,angry,OAF_angry,OAF_peg_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_perch_angry.wav,perch,anger,oaf,angry,OAF_angry,OAF_perch_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_phone_angry.wav,phone,anger,oaf,angry,OAF_angry,OAF_phone_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pick_angry.wav,pick,anger,oaf,angry,OAF_angry,OAF_pick_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pike_angry.wav,pike,anger,oaf,angry,OAF_angry,OAF_pike_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pole_angry.wav,pole,anger,oaf,angry,OAF_angry,OAF_pole_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pool_angry.wav,pool,anger,oaf,angry,OAF_angry,OAF_pool_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_puff_angry.wav,puff,anger,oaf,angry,OAF_angry,OAF_puff_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rag_angry.wav,rag,anger,oaf,angry,OAF_angry,OAF_rag_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_raid_angry.wav,raid,anger,oaf,angry,OAF_angry,OAF_raid_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rain_angry.wav,rain,anger,oaf,angry,OAF_angry,OAF_rain_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_raise_angry.wav,raise,anger,oaf,angry,OAF_angry,OAF_raise_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rat_angry.wav,rat,anger,oaf,angry,OAF_angry,OAF_rat_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_reach_angry.wav,reach,anger,oaf,angry,OAF_angry,OAF_reach_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_read_angry.wav,read,anger,oaf,angry,OAF_angry,OAF_read_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_red_angry.wav,red,anger,oaf,angry,OAF_angry,OAF_red_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_ring_angry.wav,ring,anger,oaf,angry,OAF_angry,OAF_ring_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_ripe_angry.wav,ripe,anger,oaf,angry,OAF_angry,OAF_ripe_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_road_angry.wav,road,anger,oaf,angry,OAF_angry,OAF_road_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_room_angry.wav,room,anger,oaf,angry,OAF_angry,OAF_room_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rose_angry.wav,rose,anger,oaf,angry,OAF_angry,OAF_rose_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rot_angry.wav,rot,anger,oaf,angry,OAF_angry,OAF_rot_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rough_angry.wav,rough,anger,oaf,angry,OAF_angry,OAF_rough_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rush_angry.wav,rush,anger,oaf,angry,OAF_angry,OAF_rush_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_said_angry.wav,said,anger,oaf,angry,OAF_angry,OAF_said_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_sail_angry.wav,sail,anger,oaf,angry,OAF_angry,OAF_sail_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_search_angry.wav,search,anger,oaf,angry,OAF_angry,OAF_search_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_seize_angry.wav,seize,anger,oaf,angry,OAF_angry,OAF_seize_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_sell_angry.wav,sell,anger,oaf,angry,OAF_angry,OAF_sell_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_shack_angry.wav,shack,anger,oaf,angry,OAF_angry,OAF_shack_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_shall_angry.wav,shall,anger,oaf,angry,OAF_angry,OAF_shall_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_shawl_angry.wav,shawl,anger,oaf,angry,OAF_angry,OAF_shawl_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_sheep_angry.wav,sheep,anger,oaf,angry,OAF_angry,OAF_sheep_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_shirt_angry.wav,shirt,anger,oaf,angry,OAF_angry,OAF_shirt_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_should_angry.wav,should,anger,oaf,angry,OAF_angry,OAF_should_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_shout_angry.wav,shout,anger,oaf,angry,OAF_angry,OAF_shout_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_size_angry.wav,size,anger,oaf,angry,OAF_angry,OAF_size_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_soap_angry.wav,soap,anger,oaf,angry,OAF_angry,OAF_soap_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_soup_angry.wav,soup,anger,oaf,angry,OAF_angry,OAF_soup_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_sour_angry.wav,sour,anger,oaf,angry,OAF_angry,OAF_sour_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_south_angry.wav,south,anger,oaf,angry,OAF_angry,OAF_south_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_sub_angry.wav,sub,anger,oaf,angry,OAF_angry,OAF_sub_angry.wav,TESS
