file_path,feature_path,emotion,speaker_id,raw_emotion,original_folder,original_file,dataset,sample_rate,duration,feature_type,feature_shape
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_chair_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_chair_angry.npy,anger,oaf,angry,OAF_angry,OAF_chair_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_chalk_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_chalk_angry.npy,anger,oaf,angry,OAF_angry,OAF_chalk_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_chat_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_chat_angry.npy,anger,oaf,angry,OAF_angry,OAF_chat_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_check_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_check_angry.npy,anger,oaf,angry,OAF_angry,OAF_check_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_cheek_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_cheek_angry.npy,anger,oaf,angry,OAF_angry,OAF_cheek_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_chief_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_chief_angry.npy,anger,oaf,angry,OAF_angry,OAF_chief_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_choice_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_choice_angry.npy,anger,oaf,angry,OAF_angry,OAF_choice_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_cool_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_cool_angry.npy,anger,oaf,angry,OAF_angry,OAF_cool_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dab_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_dab_angry.npy,anger,oaf,angry,OAF_angry,OAF_dab_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_date_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_date_angry.npy,anger,oaf,angry,OAF_angry,OAF_date_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dead_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_dead_angry.npy,anger,oaf,angry,OAF_angry,OAF_dead_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_death_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_death_angry.npy,anger,oaf,angry,OAF_angry,OAF_death_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_deep_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_deep_angry.npy,anger,oaf,angry,OAF_angry,OAF_deep_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dime_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_dime_angry.npy,anger,oaf,angry,OAF_angry,OAF_dime_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dip_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_dip_angry.npy,anger,oaf,angry,OAF_angry,OAF_dip_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_ditch_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_ditch_angry.npy,anger,oaf,angry,OAF_angry,OAF_ditch_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dodge_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_dodge_angry.npy,anger,oaf,angry,OAF_angry,OAF_dodge_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dog_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_dog_angry.npy,anger,oaf,angry,OAF_angry,OAF_dog_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_doll_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_doll_angry.npy,anger,oaf,angry,OAF_angry,OAF_doll_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_door_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_door_angry.npy,anger,oaf,angry,OAF_angry,OAF_door_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fail_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_fail_angry.npy,anger,oaf,angry,OAF_angry,OAF_fail_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fall_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_fall_angry.npy,anger,oaf,angry,OAF_angry,OAF_fall_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_far_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_far_angry.npy,anger,oaf,angry,OAF_angry,OAF_far_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fat_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_fat_angry.npy,anger,oaf,angry,OAF_angry,OAF_fat_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_fit_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_fit_angry.npy,anger,oaf,angry,OAF_angry,OAF_fit_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_five_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_five_angry.npy,anger,oaf,angry,OAF_angry,OAF_five_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_food_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_food_angry.npy,anger,oaf,angry,OAF_angry,OAF_food_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gap_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_gap_angry.npy,anger,oaf,angry,OAF_angry,OAF_gap_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gas_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_gas_angry.npy,anger,oaf,angry,OAF_angry,OAF_gas_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gaze_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_gaze_angry.npy,anger,oaf,angry,OAF_angry,OAF_gaze_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_germ_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_germ_angry.npy,anger,oaf,angry,OAF_angry,OAF_germ_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_get_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_get_angry.npy,anger,oaf,angry,OAF_angry,OAF_get_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gin_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_gin_angry.npy,anger,oaf,angry,OAF_angry,OAF_gin_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_goal_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_goal_angry.npy,anger,oaf,angry,OAF_angry,OAF_goal_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_good_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_good_angry.npy,anger,oaf,angry,OAF_angry,OAF_good_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_goose_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_goose_angry.npy,anger,oaf,angry,OAF_angry,OAF_goose_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_gun_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_gun_angry.npy,anger,oaf,angry,OAF_angry,OAF_gun_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_half_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_half_angry.npy,anger,oaf,angry,OAF_angry,OAF_half_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hall_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hall_angry.npy,anger,oaf,angry,OAF_angry,OAF_hall_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hash_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hash_angry.npy,anger,oaf,angry,OAF_angry,OAF_hash_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hate_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hate_angry.npy,anger,oaf,angry,OAF_angry,OAF_hate_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_have_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_have_angry.npy,anger,oaf,angry,OAF_angry,OAF_have_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_haze_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_haze_angry.npy,anger,oaf,angry,OAF_angry,OAF_haze_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hire_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hire_angry.npy,anger,oaf,angry,OAF_angry,OAF_hire_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hit_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hit_angry.npy,anger,oaf,angry,OAF_angry,OAF_hit_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hole_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hole_angry.npy,anger,oaf,angry,OAF_angry,OAF_hole_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_home_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_home_angry.npy,anger,oaf,angry,OAF_angry,OAF_home_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hurl_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hurl_angry.npy,anger,oaf,angry,OAF_angry,OAF_hurl_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_hush_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_hush_angry.npy,anger,oaf,angry,OAF_angry,OAF_hush_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jail_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_jail_angry.npy,anger,oaf,angry,OAF_angry,OAF_jail_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jar_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_jar_angry.npy,anger,oaf,angry,OAF_angry,OAF_jar_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_join_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_join_angry.npy,anger,oaf,angry,OAF_angry,OAF_join_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_judge_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_judge_angry.npy,anger,oaf,angry,OAF_angry,OAF_judge_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_jug_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_jug_angry.npy,anger,oaf,angry,OAF_angry,OAF_jug_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_juice_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_juice_angry.npy,anger,oaf,angry,OAF_angry,OAF_juice_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_keen_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_keen_angry.npy,anger,oaf,angry,OAF_angry,OAF_keen_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_keep_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_keep_angry.npy,anger,oaf,angry,OAF_angry,OAF_keep_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_keg_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_keg_angry.npy,anger,oaf,angry,OAF_angry,OAF_keg_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kick_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_kick_angry.npy,anger,oaf,angry,OAF_angry,OAF_kick_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kill_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_kill_angry.npy,anger,oaf,angry,OAF_angry,OAF_kill_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_king_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_king_angry.npy,anger,oaf,angry,OAF_angry,OAF_king_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_kite_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_kite_angry.npy,anger,oaf,angry,OAF_angry,OAF_kite_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_knock_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_knock_angry.npy,anger,oaf,angry,OAF_angry,OAF_knock_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_late_angry.wav,D:\Savio Shaju\Multimodal Emotion Recognition\models\speech_pipeline\processed_data\oaf_anger_OAF_late_angry.npy,anger,oaf,angry,OAF_angry,OAF_late_angry.wav,TESS,16000,3,mel_delta_mfcc,"(3, 128, 188)"
