PCA_1,PCA_2,Emotion
1.6705252,-2.4853702,fear
-0.3647371,0.036756225,happiness
-0.3549262,1.4326713,sadness
-0.24959432,1.1085024,anger
-0.026861012,1.237034,sadness
-0.033893242,1.4767535,sadness
-3.0773199,-0.78948903,disgust
-0.32608882,1.5829526,sadness
-0.30545616,1.4337748,sadness
1.5170668,1.8039411,neutral
-0.66678935,0.7122115,anger
1.9757322,-2.745497,fear
-2.333593,-0.7473473,disgust
0.39073473,-0.5601168,surprise
1.9013685,-2.7709064,fear
2.2057376,1.8749952,neutral
0.057254042,-0.6481115,surprise
-0.22845307,1.3574921,sadness
-0.21885131,-0.39247778,surprise
0.3822413,-0.3165801,surprise
-3.1907213,-0.64840114,disgust
1.5368484,1.890485,neutral
0.027401553,1.7177293,sadness
1.5252609,1.939811,neutral
1.8781685,-2.5660863,fear
0.35061002,-0.48473972,surprise
0.15416434,0.14532113,happiness
-2.9068122,-1.1416448,disgust
-0.0676177,1.5433275,sadness
-0.53220063,0.4795282,anger
1.984746,-2.8345819,fear
-0.61823356,0.76079905,anger
0.35543835,1.0494915,sadness
0.09338883,1.5094922,sadness
-0.27433795,-0.22095379,happiness
-0.35276422,1.7561291,sadness
1.7085981,1.8575598,neutral
-0.30840352,1.4412813,sadness
0.052010816,-0.13081245,happiness
1.8754331,-2.59037,fear
1.9604409,-2.8790984,fear
-0.58018255,0.785826,anger
1.5528717,-2.1978943,fear
2.0326302,1.6295848,neutral
2.235339,1.560997,neutral
-0.5228967,1.6718744,sadness
1.9248796,1.3737928,neutral
-3.4986172,-0.765352,disgust
-2.790174,-0.9160846,disgust
1.2957164,1.9242164,neutral
0.22134846,-0.56759673,happiness
1.9420345,-2.694935,fear
-0.26199976,0.5072353,anger
-0.43248773,0.73468196,anger
1.7855084,-2.7224395,fear
1.9475464,2.0445037,neutral
2.015526,-2.865578,fear
0.30362028,-0.44346225,surprise
-0.41726786,1.2072982,sadness
-0.18130071,-0.11082253,happiness
-0.36163598,0.095747516,happiness
0.30749854,-0.61907744,surprise
-0.7302037,0.6601644,anger
-0.10346965,0.5997953,anger
0.2012203,-0.53538215,surprise
0.35230953,-0.3896059,surprise
1.8879302,-2.8275433,fear
1.945589,-2.7933028,fear
1.9319206,-2.797247,fear
1.654194,-2.5406156,fear
0.22568221,-0.7346515,happiness
0.16285115,-0.045802817,happiness
-0.45420626,0.8623776,anger
-0.23010045,0.02771009,happiness
0.34699622,-0.5523033,surprise
-0.08623947,1.5025564,sadness
2.0489385,-2.8314571,fear
-0.40795693,-0.08812997,happiness
-0.49318117,1.7728562,sadness
0.3955057,-0.45620793,surprise
0.4893257,-0.57216114,surprise
-0.36513835,1.0623089,anger
2.228158,1.8495029,neutral
1.0864193,2.1116776,neutral
1.5974609,1.9585247,neutral
-2.6968806,-1.0043023,disgust
-0.30347905,1.2650342,sadness
-0.22934367,1.0141042,anger
2.0113938,-2.8314002,fear
-0.5797658,0.80389667,anger
-0.22274728,1.6307917,sadness
-0.08602528,-0.3611211,surprise
0.0030923726,-0.41188407,surprise
1.9104844,-2.6982148,fear
0.2598235,-0.4875287,surprise
-0.55841976,1.5500612,sadness
1.2377977,1.943752,neutral
-0.46005172,1.3063397,sadness
-0.57738674,0.8022708,anger
-0.056000546,-0.099394664,happiness
1.994673,2.064716,neutral
-3.1481977,-0.66883194,disgust
1.5063202,1.7928127,neutral
1.922623,-2.804731,fear
-2.6623785,-0.7578257,disgust
-3.3184927,-1.0107447,disgust
0.25800398,-0.46448576,surprise
1.1974946,1.9191717,neutral
-0.14763623,0.21226688,happiness
1.8727655,-2.74635,fear
-0.30016172,1.2942216,sadness
-0.01966889,0.016502816,anger
2.0463035,-2.685565,fear
-0.41459683,0.6200925,anger
-0.35388795,1.5633754,sadness
1.7103647,-2.4365418,fear
1.8696171,-2.7422693,fear
1.7326775,-2.6458786,fear
-3.437697,-0.66771185,disgust
1.6702226,-2.6582363,fear
0.37111482,-0.3781168,surprise
-3.359744,-0.5769679,disgust
-0.22971182,0.2251274,happiness
0.5150538,-0.5140962,surprise
-3.1598556,-0.9719431,disgust
-0.29147428,-0.3157021,surprise
-0.15583755,0.61435187,anger
-3.4955082,-0.9259522,disgust
1.9541306,-2.7067566,fear
-2.4399755,-0.9405675,disgust
-0.9196392,0.86517525,anger
0.041768704,1.2394757,sadness
-3.237475,-0.9754123,disgust
0.3170614,-0.539699,surprise
-0.4888437,1.6177025,sadness
0.027235331,-0.14917839,happiness
0.34288684,-0.46813512,surprise
0.49211955,-0.54310703,surprise
-2.9897401,-0.7646147,disgust
-0.37779585,1.5198889,sadness
-0.16617367,0.5224074,happiness
-3.4937854,-0.6213606,disgust
-0.106927186,1.4646719,sadness
-0.5775906,0.8969557,anger
-0.5435192,0.81889415,anger
2.097199,-2.6753378,fear
-0.3897927,0.49463,anger
0.050161112,-0.5653402,surprise
0.25139695,0.008151028,happiness
1.6031867,1.8858906,neutral
0.27593836,1.2976338,sadness
-0.00923754,-0.40365082,surprise
1.3377138,1.8906963,neutral
1.9626157,-2.7107356,fear
-3.2008595,-0.8517799,disgust
1.4685692,1.9342998,neutral
1.4412751,1.9177341,neutral
0.11157762,0.019675167,happiness
0.1533642,-0.5641934,surprise
-3.2768438,-0.86963016,disgust
-2.9633286,-0.78643316,disgust
-0.8440211,0.93245894,anger
-0.442121,0.8424457,anger
2.0091088,-2.8728645,fear
1.9484411,1.6808003,neutral
2.068322,-2.9645536,fear
0.009498412,0.010313348,happiness
-0.24838421,1.758589,sadness
1.8774747,-2.714948,fear
-0.49697036,0.5892446,anger
-3.0558376,-0.8306302,disgust
1.9812244,-2.6676526,fear
0.31646958,-0.54312116,surprise
-0.017733065,-0.34109014,surprise
1.5321656,-2.219604,fear
1.4417373,2.0394287,neutral
-0.86577135,0.6353914,anger
0.048725177,-0.37513003,surprise
1.3525559,-2.167272,fear
1.8615971,-2.6697114,fear
0.45038298,-0.47524637,surprise
-0.2778103,1.7041086,sadness
-0.29280844,-0.05357722,happiness
0.02676606,-0.33074966,happiness
0.068099536,-0.1353031,happiness
-2.8904161,-0.94397104,disgust
-3.151574,-0.89654535,disgust
0.3965501,-0.32445845,surprise
-0.68863547,0.7732864,anger
-0.59193194,0.8015111,anger
-3.3956635,-0.8492732,disgust
-0.49586675,0.7492803,anger
0.031156514,-0.62117195,surprise
-2.8440201,-0.9444659,disgust
0.048023064,-0.1683006,happiness
-0.23428336,1.5216744,sadness
1.9562801,1.8753451,neutral
2.0211353,-2.761147,fear
-0.11476059,-0.21461374,happiness
0.40314552,-0.44038334,surprise
0.21274295,-0.6453873,surprise
1.6369877,-2.1832106,fear
1.4952501,-2.30211,fear
0.26130924,-0.5256325,surprise
1.6523222,-2.436306,fear
-0.025531184,-0.34545,happiness
2.1854029,-2.8778648,fear
1.0770727,2.183055,neutral
0.1593798,-0.53200763,happiness
-0.71406376,0.78715,anger
0.45929635,-0.35095087,surprise
-0.52741957,0.8664609,anger
2.1920505,1.8965737,neutral
0.0110217305,-0.09224316,happiness
-3.0516765,-0.94195133,disgust
-0.68531364,1.6086957,sadness
1.495975,-2.4665663,fear
1.6541327,1.8994046,neutral
-2.5438979,-0.986208,disgust
-2.8759947,-1.0552279,disgust
1.7620069,-2.6277614,fear
2.2782063,-2.7931144,fear
-0.14537649,-0.12496223,happiness
1.8133993,-2.5589616,fear
1.2765033,1.9122165,neutral
0.16455778,-0.5740381,surprise
0.54031247,-0.9240184,happiness
0.3906341,-0.55369514,surprise
-2.5646164,-1.0852036,disgust
0.21831724,-0.36320806,happiness
1.8972336,1.7706971,neutral
1.2164496,2.0913298,neutral
-0.51453036,1.2628541,sadness
0.40136975,-0.6048925,surprise
-3.4024103,-0.7888023,disgust
0.19443148,-0.45800325,happiness
1.3171234,-2.0853581,fear
1.640524,-2.4740183,fear
-0.19963461,1.4243138,sadness
-0.19419974,-0.21867357,happiness
0.23874384,-0.321558,happiness
-0.3172728,0.8018902,anger
-3.3506346,-0.8397289,disgust
-0.40214,1.3996552,sadness
1.6203523,-2.5715294,fear
1.9974506,-2.8626487,fear
-2.908151,-0.9632246,disgust
-0.77897733,0.49354213,anger
0.027909014,0.249806,happiness
-0.08348087,0.7122078,anger
-0.56452024,1.5531455,sadness
0.17212366,-0.5197425,surprise
1.3776699,1.840661,neutral
-0.49511978,0.6240493,anger
1.7526559,-2.6008637,fear
1.5325447,-2.2916317,fear
1.9426552,1.5120785,neutral
1.5314647,1.8535058,neutral
-0.68058896,1.4346259,sadness
1.5075662,1.942984,neutral
2.0810544,-2.779422,fear
1.7004328,-2.6326764,fear
-0.39536908,1.3790462,sadness
0.31506515,-0.29901162,surprise
2.0844424,1.6789527,neutral
-0.8205726,1.8088555,sadness
-0.608091,1.6490525,sadness
1.9021417,-2.7571487,fear
-0.37347293,1.4298234,sadness
2.183411,1.5919849,neutral
-2.5305073,-1.0972726,disgust
-0.0040952363,-0.49949023,surprise
-3.2146647,-0.72631294,disgust
0.4794617,-0.39509007,surprise
1.9260052,2.0087974,neutral
0.24766317,-0.4828179,surprise
-0.40854225,0.785226,anger
-0.23980452,0.3869948,anger
-0.23091005,1.0996844,anger
-0.20094933,1.6300125,sadness
-0.50786316,0.70867836,anger
-0.11668594,0.024301095,happiness
-0.061286237,-0.04571908,happiness
-0.5945242,0.87180007,anger
1.981634,-2.780848,fear
1.9236437,-2.8352792,fear
0.30161268,-0.77427375,surprise
0.51821244,-0.28191382,surprise
-0.047621686,-0.2043785,happiness
-0.24439219,0.92881036,anger
1.7729509,-2.568103,fear
-2.742152,-1.0089071,disgust
-0.4108278,0.68039817,anger
0.3038325,-0.39061123,surprise
-0.55053806,0.6328191,anger
1.8826522,-2.7324476,fear
0.023824934,1.4290987,sadness
-3.1022906,-1.1225383,disgust
-0.044607352,1.6987771,sadness
1.1521977,-1.8747075,fear
0.5028071,-0.4370877,surprise
0.067459635,-0.17174274,happiness
-2.0997117,-0.9951969,disgust
1.6031703,-2.1078873,fear
-0.3946295,0.812073,anger
0.26180464,1.7734977,sadness
-0.07887494,-0.47835597,anger
1.6076137,1.8896354,neutral
1.9500241,-2.7346833,fear
1.7771084,-2.5029304,fear
-0.34325168,-0.08228099,happiness
-0.26100722,0.46595705,anger
-3.2484767,-0.99587244,disgust
-0.3807804,0.6479637,anger
0.13740943,-0.50132245,surprise
-0.30242613,0.96749324,anger
0.38991803,-0.4860728,surprise
-2.36692,-0.9549574,disgust
-0.36449593,0.6547228,anger
-0.019021442,1.5648512,sadness
-0.4522719,0.65345776,anger
1.4048995,1.937758,neutral
-0.56017685,1.2411401,sadness
0.45752838,-0.67881685,surprise
-2.1069405,-0.8988059,disgust
-0.38098276,0.9813504,anger
-3.011227,-0.47846872,disgust
-0.4392072,1.5290651,sadness
